SMc02793,Smed_3209
cyaF5,noHit
SMa1585,noHit
syrB2,noHit
eglC,noHit
SMa1589,Smed_4437
cyaI3,Smed_1683
SMa1592,noHit
SMa1593,noHit
SMa1594,noHit
SMa1595,noHit
SMa1597,Smed_5510
SMa1600,noHit
SMa1602,Smed_6327
SMa1604,Smed_6328
SMa1606,noHit
SMa1608,Smed_6485
SMa1610,noHit
SMa1612,noHit
SMa1613,Smed_6487
SMa1614,noHit
SMa1615,noHit
SMa1617,Smed_5406
SMa1619,Smed_6201
SMa1620,Smed_5408
SMa1623,Smed_6488
SMa1625,noHit
SMa1626,noHit
SMa1629,Smed_0368
SMa1630,Smed_0367
SMa1632,Smed_0366
SMa1635,noHit
SMa1636,noHit
SMa1637,noHit
SMa1639,Smed_5612
SMa1641,Smed_5611
SMa1643,noHit
SMa1644,Smed_5609
SMa1646,Smed_5623
SMa1647,Smed_5622
SMa1649,Smed_5621
SMa1650,Smed_5620
SMa1651,Smed_5619
SMa1652,noHit
SMa1653,noHit
SMa1654,Smed_5617
SMa1657,noHit
SMa1658,noHit
SMa1660,Smed_5244
SMa1662,noHit
SMa1664,noHit
SMa1666,noHit
arcD1,noHit
arcD2,noHit
arcA2,noHit
SMa1672,noHit
SMa1674,noHit
SMa1675,noHit
SMa1676,Smed_5234
SMa1677,Smed_5232
SMa1678,noHit
SMa1680,Smed_5770
SMa1682,Smed_5769
SMa1683,Smed_1239
SMa1684,noHit
SMa1686,Smed_5633
SMa1688,Smed_5632
SMa1691,Smed_5285
SMa1696,Smed_5742
SMa1697,Smed_6374
syrB1,noHit
SMa1700,Smed_5716
SMa1702,Smed_5674
SMa1704,noHit
SMa1705,noHit
SMa1706,noHit
SMa1711,Smed_5245
adeC3,Smed_5277
SMa1717,Smed_5276
adeC4,Smed_5275
SMa1720,Smed_5274
SMa1724,Smed_2598
SMa1725,Smed_2599
SMa1726,noHit
SMa1727,Smed_5449
proX,noHit
betB2,noHit
SMa1732,noHit
SMa1734,noHit
SMa1735,noHit
SMa1736,noHit
SMa1737,noHit
SMa1740,Smed_2496
SMa1741,Smed_2494
SMa1742,noHit
SMa1745,Smed_2492
SMa1746,noHit
SMa1747,noHit
SMa1749,noHit
SMa1750,Smed_5214
SMa1751,Smed_1718
SMa1753,Smed_1717
SMa1754,Smed_1716
SMa1755,Smed_1715
SMa1757,noHit
SMa1759,noHit
SMa1760,noHit
SMa1761,noHit
SMa1765,Smed_4857
SMa1766,Smed_4856
SMa1767,noHit
SMa1769,Smed_5273
SMa1770,noHit
SMa1776,noHit
SMa1779,noHit
SMa1780,Smed_4434
SMa1782,Smed_4433
SMa1783,noHit
SMa1784,noHit
SMa1787,noHit
cyaI4,noHit
SMa1793,noHit
SMa1797,noHit
kup2,Smed_6370
SMa1799,noHit
SMa1801,noHit
SMa1803,noHit
SMa1808,noHit
SMa1809,Smed_3969
SMa1811,noHit
SMa1814,Smed_3970
SMa1817,Smed_3971
SMa1819,Smed_3972
SMa1820,Smed_3973
SMa1821,Smed_3974
SMa1822,Smed_3975
SMa1823,Smed_3976
SMa1825,Smed_3977
SMa1828,noHit
SMa1831,noHit
SMa1832,noHit
SMa1833,Smed_6326
SMa1835,Smed_5606
argE,Smed_5605
SMa1838,Smed_5604
SMa1840,Smed_5603
SMa1844,Smed_5602
SMa1846,Smed_5601
gabD5,Smed_5600
SMa1850,Smed_5599
SMa1851,Smed_5598
SMa1853,Smed_5597
SMa1855,Smed_5596
SMa1857,Smed_5595
SMa1860,Smed_5594
SMa1862,Smed_5593
SMa1863,Smed_5592
SMa1864,Smed_5591
SMa1867,Smed_5590
SMa1869,Smed_5589
SMa1871,noHit
SMa1872,noHit
SMa1874,noHit
SMa1875,noHit
SMa1878,noHit
SMa1881,noHit
SMa1882,noHit
SMa1884,noHit
SMa1885,noHit
SMa1887,noHit
SMa1890,noHit
SMa1891,noHit
SMa1893,Smed_5574
SMa1894,Smed_5573
msrA3,Smed_5572
SMa1898,Smed_5571
SMa1900,noHit
SMa1902,noHit
SMa1903,Smed_5774
mrcB,Smed_0203
SMa1907,Smed_5307
SMa1910,Smed_5304
SMa1913,noHit
SMa1916,noHit
SMa1917,Smed_5302
SMa1918,Smed_5301
SMa1919,Smed_5300
SMa1921,noHit
SMa1924,noHit
SMa1927,Smed_5284
SMa1929,Smed_1628
SMa1933,Smed_5292
wrbA3,Smed_5291
SMa1937,noHit
SMa1939,noHit
SMa1943,noHit
SMa1945,Smed_5288
SMa1948,noHit
SMa1951,noHit
SMa1952,noHit
SMa1953,Smed_1460
SMa1954,Smed_1461
SMa1956,Smed_5282
SMa1957,Smed_5281
SMa1959,noHit
SMa1960,noHit
SMa1961,noHit
SMa1963,noHit
SMa1965,noHit
SMa1966,noHit
SMa1967,noHit
SMa1968,noHit
SMa1969,noHit
SMa1971,noHit
SMa1973,noHit
SMa1974,noHit
SMa1976,noHit
SMa1978,noHit
SMa1979,noHit
SMa1985,noHit
SMa1987,noHit
SMa1990,Smed_2720
SMa1993,noHit
SMa1995,noHit
SMa1996,noHit
SMa1998,noHit
SMa2000,noHit
SMa2002,noHit
SMa2004,noHit
SMa2008,noHit
SMa2009,noHit
SMa2011,noHit
SMa2012,noHit
SMa2014,noHit
SMa2015,noHit
SMa2019,noHit
SMa2020,Smed_0369
SMa2023,Smed_0370
SMa2025,Smed_0371
SMa2027,noHit
SMa2029,noHit
SMa2031,noHit
SMa2032,noHit
SMa2033,noHit
SMa2034,noHit
SMa2037,noHit
SMa2041,noHit
SMa2043,noHit
SMa2045,noHit
SMa2047,noHit
SMa2049,noHit
SMa2051,noHit
SMa2053,noHit
SMa2055,noHit
SMa2057,noHit
SMa2059,noHit
SMa2061,Smed_5757
SMa2063,Smed_5756
SMa2065,Smed_5755
cysA1,noHit
cysP1,noHit
SMa2071,noHit
SMa2073,Smed_5663
SMa2075,Smed_5662
SMa2077,Smed_5659
SMa2079,Smed_5658
SMa2081,Smed_5657
SMa2083,Smed_5656
SMa2085,Smed_5655
SMa2087,Smed_5654
SMa2089,noHit
SMa2091,Smed_5653
SMa2093,Smed_5652
SMa2095,Smed_5651
SMa2097,Smed_5650
SMa2099,Smed_5649
SMa2101,Smed_5648
SMa2103,Smed_6027
SMa2105,noHit
SMa2107,noHit
SMa2109,noHit
SMa2111,Smed_5172
adhC2,noHit
gst13,noHit
SMa2117,noHit
SMa2119,noHit
SMa2121,noHit
SMa2123,noHit
SMa2125,noHit
SMa2127,noHit
SMa2129,noHit
SMa2131,noHit
SMa2133,noHit
glyA2,noHit
SMa2137,noHit
sgaA,noHit
purU3,noHit
metF,noHit
SMa2145,noHit
SMa2147,noHit
SMa2151,noHit
SMa2157,noHit
SMa2159,noHit
SMa2163,noHit
SMa2165,noHit
SMa2167,noHit
SMa2169,noHit
SMa2171,Smed_6513
SMa2175,noHit
SMa2187,noHit
SMa2189,noHit
SMa2191,noHit
SMa2193,noHit
SMa2195,noHit
SMa2197,Smed_5458
SMa2199,noHit
SMa2201,noHit
SMa2203,noHit
SMa2205,noHit
SMa2207,noHit
SMa2209,noHit
SMa2211,noHit
SMa2213,noHit
SMa2215,noHit
SMa2217,noHit
SMa2219,noHit
SMa2221,noHit
SMa2223,noHit
SMa2225,noHit
SMa2227,noHit
SMa2229,noHit
SMa2231,noHit
SMa2233,noHit
SMa2235,noHit
SMa2237,noHit
SMa2239,Smed_1921
SMa2241,noHit
SMa2243,noHit
SMa2245,noHit
SMa2249,noHit
SMa2251,noHit
SMa2253,Smed_4694
SMa2255,noHit
SMa2257,Smed_5431
SMa2259,Smed_5425
SMa2263,noHit
SMa2265,noHit
SMa2267,noHit
SMa2269,noHit
SMa2273,noHit
SMa2275,noHit
SMa2279,Smed_5424
SMa2281,Smed_5423
SMa2285,noHit
SMa2287,noHit
SMa2289,noHit
SMa2291,noHit
SMa2293,Smed_5369
mrcA2,noHit
SMa2295,Smed_5367
SMa2297,noHit
SMa2299,Smed_5897
SMa2301,Smed_5323
SMa2303,noHit
SMa2305,noHit
SMa2307,noHit
SMa2309,noHit
SMa2311,noHit
SMa2313,Smed_5310
SMa2315,Smed_5877
SMa2317,noHit
gst14,Smed_4891
uvrD2,Smed_5901
SMa2323,noHit
SMa2325,Smed_5362
SMa2327,Smed_5361
kdpC,Smed_5360
kdpB,Smed_5359
kdpA,Smed_5358
SMa2335,Smed_5357
rhtX,noHit
rhbA,noHit
rhbB,noHit
rhbC,noHit
rhbD,noHit
rhbE,noHit
rhbF,noHit
rhrA,noHit
rhtA,noHit
SMa2339,noHit
SMa2341,Smed_5891
SMa2343,Smed_5892
SMa2347,noHit
SMa2349,Smed_5356
SMa2351,noHit
SMa2353,Smed_5354
SMa2355,Smed_5353
cyaO,Smed_5352
SMa2359,Smed_5363
SMa2361,Smed_5338
SMa2363,Smed_5337
SMa2365,Smed_5336
SMa2367,Smed_5335
SMa2369,Smed_5334
codA,Smed_5333
SMa2373,noHit
SMa2375,noHit
SMa2377,Smed_5332
katB,Smed_5331
SMa2381,Smed_5330
SMa2383,Smed_5329
SMa2385,Smed_5328
SMa2387,Smed_5327
SMa2389,Smed_5565
repC2,Smed_5175
repB2,Smed_5174
repA2,Smed_5173
SMa5000,noHit
SMa5014,noHit
SMa5015,noHit
SMa5001,noHit
SMa5002,Smed_5155
SMa5016,noHit
SMa5017,noHit
SMa5018,noHit
SMa5019,noHit
SMa5020,noHit
SMa5021,noHit
SMa5022,noHit
SMa5023,noHit
SMa5024,noHit
SMa5025,Smed_5724
SMa5026,Smed_0847
SMa5027,noHit
SMa5003,noHit
SMa5028,noHit
SMa5036,noHit
SMa5004,noHit
SMa5029,noHit
SMa5005,noHit
SMa5006,noHit
SMa5007,noHit
SMa5030,Smed_5857
SMa5008,noHit
SMa5031,Smed_5072
SMa5009,noHit
SMa5038,noHit
SMa5010,noHit
SMa5033,noHit
SMa5032,noHit
SMa5011,noHit
SMa5035,noHit
SMa5012,Smed_1210
SMa5013,Smed_5893
SMa5034,noHit
