SMc02793,NGR_c33500
SMa1878,noHit
SMa1881,noHit
SMa1882,NGR_b04940
SMa1884,NGR_b04930
SMa1885,NGR_b08690
SMa1887,NGR_b08680
SMa1890,noHit
SMa1891,noHit
SMa1893,NGR_b05390
SMa1894,msrB1
msrA3,msrA1
SMa1898,NGR_b14550
SMa1900,noHit
SMa1902,noHit
SMa1903,NGR_b09080
mrcB,NGR_c02150
SMa1907,noHit
SMa1910,noHit
SMa1913,noHit
SMa1916,noHit
SMa1917,noHit
SMa1918,noHit
SMa1919,noHit
SMa1921,noHit
SMa1924,noHit
SMa1927,NGR_c28190
SMa1929,noHit
SMa1933,noHit
wrbA3,noHit
SMa1937,noHit
SMa1939,noHit
SMa1943,noHit
SMa1945,noHit
SMa1948,NGR_b05190
SMa1951,noHit
SMa1952,noHit
SMa1953,noHit
SMa1954,noHit
SMa1956,NGR_b14430
SMa1957,noHit
SMa1959,noHit
SMa1960,noHit
SMa1961,NGR_b03370
SMa1963,NGR_c34300
SMa1965,noHit
SMa1966,noHit
SMa1967,noHit
SMa1968,noHit
SMa1969,noHit
SMa1971,noHit
SMa1973,noHit
SMa1974,noHit
SMa1976,noHit
SMa1978,noHit
SMa1979,noHit
SMa1985,noHit
SMa1987,noHit
SMa1990,NGR_b10020
SMa1993,noHit
SMa1995,noHit
SMa1996,noHit
SMa1998,noHit
SMa2000,noHit
SMa2002,noHit
SMa2004,noHit
SMa2008,noHit
SMa2009,noHit
SMa2011,noHit
SMa2012,noHit
SMa2014,noHit
SMa2015,noHit
SMa2019,noHit
SMa2020,noHit
SMa2023,noHit
SMa2025,noHit
SMa2027,noHit
SMa2029,noHit
SMa2031,noHit
SMa2032,noHit
SMa2033,noHit
SMa2034,noHit
SMa2037,noHit
SMa2041,noHit
SMa2043,noHit
SMa2045,noHit
SMa2047,noHit
SMa2049,NGR_b23500
SMa2051,NGR_b23510
SMa2053,mocE
SMa2055,noHit
SMa2057,noHit
SMa2059,noHit
SMa2061,noHit
SMa2063,noHit
SMa2065,noHit
cysA1,noHit
cysP1,NGR_b14530
SMa2071,noHit
SMa2073,noHit
SMa2075,NGR_b06730
SMa2077,noHit
SMa2079,NGR_b17240
SMa2081,noHit
SMa2083,noHit
SMa2085,noHit
SMa2087,noHit
SMa2089,noHit
SMa2091,noHit
SMa2093,noHit
SMa2095,noHit
SMa2097,noHit
SMa2099,noHit
SMa2101,noHit
SMa2103,NGR_b20780
SMa2105,NGR_b14600
SMa2107,noHit
SMa2109,noHit
SMa2111,noHit
adhC2,noHit
gst13,noHit
SMa2117,noHit
SMa2119,noHit
SMa2121,noHit
SMa2123,noHit
SMa2125,noHit
SMa2127,noHit
SMa2129,noHit
SMa2131,noHit
SMa2133,noHit
glyA2,noHit
SMa2137,noHit
sgaA,NGR_c26220
purU3,purU1
metF,noHit
SMa2145,noHit
SMa2147,noHit
SMa2151,noHit
SMa2157,noHit
SMa2159,noHit
SMa2163,noHit
SMa2165,noHit
SMa2167,noHit
SMa2169,noHit
SMa2171,NGR_b09780
SMa2175,noHit
SMa2187,noHit
SMa2189,noHit
SMa2191,noHit
SMa2193,noHit
SMa2195,noHit
SMa2197,noHit
SMa2199,noHit
SMa2201,noHit
SMa2203,noHit
SMa2205,noHit
SMa2207,noHit
SMa2209,noHit
SMa2211,noHit
SMa2213,NGR_c06130
SMa2215,noHit
SMa2217,noHit
SMa2219,noHit
SMa2221,noHit
SMa2223,ooxB
SMa2225,ooxA
SMa2227,noHit
SMa2229,NGR_b02000
SMa2231,NGR_b04660
SMa2233,noHit
SMa2235,noHit
SMa2237,noHit
SMa2239,noHit
SMa2241,noHit
SMa2243,noHit
SMa2245,noHit
SMa2249,noHit
SMa2251,noHit
SMa2253,NGR_b00590
SMa2255,NGR_b00580
SMa2257,NGR_b00440
SMa2259,noHit
SMa2263,noHit
SMa2265,noHit
SMa2267,noHit
SMa2269,noHit
SMa2273,NGR_b10150
SMa2275,NGR_b10140
SMa2279,NGR_b09590
SMa2281,NGR_b09580
SMa2285,noHit
SMa2287,noHit
SMa2289,NGR_b07070
SMa2291,NGR_b02460
SMa2293,noHit
mrcA2,noHit
SMa2295,noHit
SMa2297,NGR_b02380
SMa2299,noHit
SMa2301,NGR_c02310
SMa2303,noHit
SMa2305,noHit
SMa2307,noHit
SMa2309,noHit
SMa2311,noHit
SMa2313,NGR_c22210
SMa2315,noHit
SMa2317,noHit
gst14,NGR_c04510
uvrD2,uvrD1
SMa2323,noHit
SMa2325,kdpE
SMa2327,NGR_c01200
kdpC,kdpC
kdpB,kdpB
kdpA,kdpA
SMa2335,noHit
rhtX,noHit
rhbA,bxrG
rhbB,noHit
rhbC,noHit
rhbD,noHit
rhbE,noHit
rhbF,noHit
rhrA,noHit
rhtA,noHit
SMa2339,noHit
SMa2341,noHit
SMa2343,noHit
SMa2347,noHit
SMa2349,noHit
SMa2351,noHit
SMa2353,NGR_b01320
SMa2355,noHit
cyaO,NGR_c24290
SMa2359,noHit
SMa2361,NGR_b02360
SMa2363,noHit
SMa2365,NGR_b02350
SMa2367,NGR_b02340
SMa2369,NGR_b02330
codA,codA1
SMa2373,noHit
SMa2375,noHit
SMa2377,noHit
katB,NGR_b12570
SMa2381,noHit
SMa2383,noHit
SMa2385,noHit
SMa2387,noHit
SMa2389,NGR_b02440
repC2,repC
repB2,noHit
repA2,noHit
SMa5000,noHit
SMa5014,noHit
SMa5015,noHit
SMa5001,noHit
SMa5002,noHit
SMa5016,noHit
SMa5017,noHit
SMa5018,noHit
SMa5019,noHit
SMa5020,noHit
SMa5021,noHit
SMa5022,noHit
SMa5023,noHit
SMa5024,noHit
SMa5025,noHit
SMa5026,noHit
SMa5027,noHit
SMa5003,noHit
SMa5028,NGR_a00250
SMa5036,noHit
SMa5004,noHit
SMa5029,noHit
SMa5005,noHit
SMa5006,NGR_b10480
SMa5007,noHit
SMa5030,noHit
SMa5008,noHit
SMa5031,noHit
SMa5009,noHit
SMa5038,noHit
SMa5010,noHit
SMa5033,noHit
SMa5032,noHit
SMa5011,noHit
SMa5035,noHit
SMa5012,noHit
SMa5013,noHit
SMa5034,noHit
