SMc02793,RHE_CH00001
purU3,noHit
metF,noHit
SMa2145,noHit
SMa2147,noHit
SMa2151,noHit
SMa2157,noHit
SMa2159,noHit
SMa2163,noHit
SMa2165,noHit
SMa2167,noHit
SMa2169,noHit
SMa2171,RHE_CH02014
SMa2175,noHit
SMa2187,noHit
SMa2189,noHit
SMa2191,noHit
SMa2193,noHit
SMa2195,noHit
SMa2197,noHit
SMa2199,noHit
SMa2201,noHit
SMa2203,noHit
SMa2205,noHit
SMa2207,noHit
SMa2209,noHit
SMa2211,noHit
SMa2213,RHE_PF00196
SMa2215,noHit
SMa2217,noHit
SMa2219,noHit
SMa2221,noHit
SMa2223,ooxB
SMa2225,ooxA
SMa2227,noHit
SMa2229,noHit
SMa2231,noHit
SMa2233,noHit
SMa2235,noHit
SMa2237,noHit
SMa2239,noHit
SMa2241,noHit
SMa2243,noHit
SMa2245,noHit
SMa2249,noHit
SMa2251,noHit
SMa2253,RHE_CH03159
SMa2255,noHit
SMa2257,intA
SMa2259,noHit
SMa2263,noHit
SMa2265,noHit
SMa2267,RHE_CH01330
SMa2269,noHit
SMa2273,noHit
SMa2275,noHit
SMa2279,noHit
SMa2281,noHit
SMa2285,noHit
SMa2287,noHit
SMa2289,noHit
SMa2291,noHit
SMa2293,ampR
mrcA2,noHit
SMa2295,noHit
SMa2297,noHit
SMa2299,noHit
SMa2301,RHE_PF00078
SMa2303,RHE_CH02661
SMa2305,RHE_CH02660
SMa2307,RHE_CH02659
SMa2309,RHE_CH02658
SMa2311,RHE_CH02657
SMa2313,RHE_PB00146
SMa2315,noHit
SMa2317,noHit
gst14,gstch4
uvrD2,uvrD1
SMa2323,noHit
SMa2325,kdpE
SMa2327,kdpD
kdpC,kdpC
kdpB,kdpB
kdpA,kdpA
SMa2335,noHit
rhtX,noHit
rhbA,noHit
rhbB,noHit
rhbC,noHit
rhbD,noHit
rhbE,vbsO
rhbF,noHit
rhrA,noHit
rhtA,noHit
SMa2339,vbsA
SMa2341,RHE_CH00291
SMa2343,RHE_CH00288
SMa2347,noHit
SMa2349,noHit
SMa2351,noHit
SMa2353,noHit
SMa2355,dinB
cyaO,RHE_CH02560
SMa2359,RHE_CH01200
SMa2361,RHE_PB00102
SMa2363,RHE_PB00103
SMa2365,RHE_PB00104
SMa2367,RHE_PB00105
SMa2369,RHE_PB00106
codA,codAb
SMa2373,noHit
SMa2375,noHit
SMa2377,noHit
katB,katG
SMa2381,noHit
SMa2383,noHit
SMa2385,RHE_CH01180
SMa2387,noHit
SMa2389,RHE_CH02411
repC2,repCb
repB2,noHit
repA2,noHit
SMa5000,RHE_CH01265
SMa5014,noHit
SMa5015,noHit
SMa5001,noHit
SMa5002,noHit
SMa5016,noHit
SMa5017,noHit
SMa5018,noHit
SMa5019,noHit
SMa5020,noHit
SMa5021,noHit
SMa5022,noHit
SMa5023,RHE_PF00204
SMa5024,noHit
SMa5025,noHit
SMa5026,noHit
SMa5027,noHit
SMa5003,noHit
SMa5028,noHit
SMa5036,noHit
SMa5004,noHit
SMa5029,noHit
SMa5005,noHit
SMa5006,noHit
SMa5007,noHit
SMa5030,RHE_PF00373
SMa5008,noHit
SMa5031,noHit
SMa5009,noHit
SMa5038,noHit
SMa5010,noHit
SMa5033,noHit
SMa5032,noHit
SMa5011,noHit
SMa5035,noHit
SMa5012,RHE_CH02036
SMa5013,noHit
SMa5034,RHE_CH01949
