Locus,Rhizobium_etli_CFN_42,Brucella_abortus_C68,Ensifer_adhaerens_OV14,Bradyrhizobium_diazoefficiens_USDA_110,Sinorhizobium_fredii_NGR234,Sinorhizobium_meliloti_Rm1021,Liberibacter_crescens_BT-0,Sinorhizobium_medicae_WSM419,Rhizobium_leguminosarum_bv_viciae_3841,Agrobacterium_fabrum_C58,Mesorhizobium_loti_MAFF303099,Locus,,,,,SMc02793,SMc02793
lpxD,lpxD,lpxD,OV14_2584,lpxD,NGR_c13420,lpxD,RL73_00420,Smed_1139,lpxD,lpxD,mll0635,SMc02093,,,,,uppS,SMc02097
fabZ,fabZ,fabZ,fabZ,fabZ,fabZ,fabZ,RL73_00425,Smed_1140,fabZ,fabZ,mll0634,SMc02092,,,,,cdsA,SMc02096
lpxA,lpxA,lpxA,lpxA,lpxA,lpxA,lpxA,RL73_00430,Smed_1141,lpxA,lpxA,mll0633,SMc02091,,,,,SMc02095,SMc02095
SMc02090,RHE_CH01924,DK53_1138,OV14_2587,bll4848,NGR_c13450,SMc02090,RL73_00435,Smed_1142,RL2232,Atu1385,mll0631,SMc02090,,,,,omp,SMc02094
lpxB,lpxB,lpxB,lpxB,lpxB,lpxB,lpxB,RL73_00440,Smed_1143,lpxB,lpxB,mll0630,SMc02089,,,,,lpxD,SMc02093
SMc02088,RHE_CH02252,noHit,OV14_1456,bsl5627,NGR_c36020,SMc02088,noHit,noHit,noHit,noHit,msr4424,SMc02088,,,,,fabZ,SMc02092
gltA,gltA,gltA,gltA,gltA,gltA,gltA,gltA,Smed_1144,ccsA,cisY,mlr0629,SMc02087,,,,,lpxA,SMc02091
SMc02086,RHE_CH01927,DK53_1133,OV14_2590,bll4830,NGR_c13480,SMc02086,noHit,Smed_1145,RL2235,Atu1393,mll0627,SMc02086,,,,,SMc02090,SMc02090
exbB,noHit,exbB,exbB,exbB,exbB,exbB,noHit,Smed_1146,noHit,exbB,mll4168,SMc02085,,,,,lpxB,SMc02089
exbD,noHit,exbD,exbD,exbD,exbD,exbD,noHit,Smed_1147,noHit,exbD,mll4167,SMc02084,,,,,SMc02088,SMc02088
SMc02083,pcm1,DK53_932,OV14_2597,pcm,NGR_c13510,SMc02083,RL73_04890,Smed_1148,RL2033,pcm,mll1108,SMc02083,,,,,gltA,SMc02087
tolC,noHit,bepC,noHit,tolC,tolC,tolC,noHit,Smed_1149,noHit,noHit,mll1107,SMc02082,,,,,SMc02086,SMc02086
SMc02081,noHit,noHit,OV14_2599,noHit,NGR_c13540,SMc02081,noHit,Smed_1150,noHit,noHit,noHit,SMc02081,,,,,exbB,SMc02085
valS,valS,valS,valS,valS,valS,valS,RL73_04875,Smed_1151,valS,valS,mll1104,SMc02080,,,,,exbD,SMc02084
fadL,RHE_CH01812,DK53_937,OV14_2601,noHit,NGR_c13590,fadL,noHit,Smed_1152,RL2036,fadL,mll1103,SMc02079,,,,,SMc02083,SMc02083
exoR,exoR1,DK53_866,exoR,bll4762,exoR,exoR,RL73_04870,Smed_1153,exoR,exoR,mll1100,SMc02078,,,,,tolC,SMc02082
xthA2,xthA2,xth,xthA2,blr4761,xthA2,xthA2,RL73_04865,Smed_1154,xthA,Atu1714,mlr1096,SMc02077,,,,,SMc02081,SMc02081
cls,cls,cls,OV14_2604,noHit,NGR_c13620,cls,noHit,Smed_1155,cls,cls,mlr2852,SMc02076,,,,,valS,SMc02080
SMc02075,RHE_CH01816,DK53_869,hesB,blr4759,hesB,SMc02075,RL73_04860,Smed_1156,RL2039,Atu1713,mlr1094,SMc02075,,,,,fadL,SMc02079
SMc02074,dgt,dgt,dgt,dgt,dgt,SMc02074,RL73_04855,Smed_1157,dgt,dgt,mll1093,SMc02074,,,,,exoR,SMc02078
argS,argS,argS,argS,bll4757,argS,argS,RL73_04850,Smed_1158,argS,argS,mll1091,SMc02073,,,,,xthA2,SMc02077
SMc02072,noHit,noHit,OV14_2609,noHit,NGR_c13660,SMc02072,noHit,Smed_1159,noHit,noHit,noHit,SMc02072,,,,,cls,SMc02076
SMc02071,RHE_CH01820,DK53_873,OV14_2610,bll4754,NGR_c13670,SMc02071,noHit,Smed_1160,nagZ,Atu1709,mll1089,SMc02071,,,,,SMc02075,SMc02075
SMc02070,RHE_CH01821,DK53_874,OV14_2611,bll4753,NGR_c13680,SMc02070,noHit,Smed_1161,scpA,Atu1708,mll1088,SMc02070,,,,,SMc02074,SMc02074
SMc02069,RHE_CH01822,scpB,OV14_2612,bll4752,NGR_c13690,SMc02069,noHit,Smed_1162,scpB,Atu1707,mll1087,SMc02069,,,,,argS,SMc02073
SMc02068,noHit,DK53_2521,OV14_2613,noHit,NGR_c13700,SMc02068,noHit,Smed_1163,noHit,fbpA1,noHit,SMc02068,,,,,SMc02072,SMc02072
tatE,tatA,tatA,tatA/E,bsl4751,tatA/E,tatE,RL73_05620,Smed_1164,tatA,tatA,msl1085,SMc02067,,,,,SMc02071,SMc02071
tatB,noHit,noHit,tatB,noHit,tatB,tatB,noHit,Smed_1165,tatB,noHit,noHit,SMc02066,,,,,SMc02070,SMc02070
tatC,tatC,tatC,tatC,tatC,tatC,tatC,RL73_05630,Smed_1166,tatC,tatC,mll1082,SMc02065,,,,,SMc02069,SMc02069
serS,serS,serS,serS,serS,serS,serS,RL73_05635,Smed_1167,serS,serS,mll1081,SMc02064,,,,,SMc02068,SMc02068
surE,surE,surE,surE,surE,surE,surE,noHit,Smed_1168,surE,surE,mll1080,SMc02063,,,,,tatE,SMc02067
pcm,pcm2,DK53_881,pcm,noHit,pcm,pcm,pcm,Smed_1169,pcm,pcm,mll1078,SMc02062,,,,,tatB,SMc02066
bioS,noHit,noHit,bioS,noHit,bioS,bioS,noHit,Smed_1170,noHit,noHit,noHit,SMc02061,,,,,tatC,SMc02065
lppB,lppB,noHit,OV14_2621,noHit,NGR_c13780,lppB,noHit,Smed_1171,RL2052,Atu1700,mll1077,SMc02060,,,,,serS,SMc02064
SMc02059,RHE_CH01830,DK53_883,OV14_2622,blr4737,NGR_c13790,SMc02059,noHit,Smed_1172,RL2053,Atu1564,mlr1073,SMc02059,,,,,surE,SMc02063
SMc02058,yajC,yajC,yajC,bll4736,yajC,SMc02058,RL73_03320,Smed_1173,RL2054,yajC,mll1072,SMc02058,,,,,pcm,SMc02062
secD1,secD2,noHit,secD2,noHit,secD2,secD1,noHit,Smed_1174,secF,secD,mll1070,SMc02057,,,,,bioS,SMc02061
SMc02056,RHE_CH01833,DK53_886,OV14_2626,bll4733,NGR_c13820,SMc02056,noHit,Smed_1175,RL2056,Atu1561,mll1069,SMc02056,,,,,lppB,SMc02060
crtB,crtB,DK53_887,OV14_2627,bll4732,NGR_c13830,crtB,RL73_03325,Smed_1176,RL2057,crtB,mll1068,SMc02055,,,,,SMc02059,SMc02059
SMc02054,RHE_CH01835,noHit,OV14_2628,noHit,NGR_c13840,SMc02054,noHit,Smed_1177,RL2058,Atu1559,noHit,SMc02054,,,,,SMc02058,SMc02058
gid,gidA1,trmFO,OV14_2629,blr4727,NGR_c13870,gid,noHit,Smed_1178,gidA1,gidA,mlr1064,SMc02053,,,,,secD1,SMc02057
SMc02052,RHE_CH01837,noHit,noHit,noHit,noHit,SMc02052,noHit,Smed_1179,noHit,Atu8161,noHit,SMc02052,,,,,SMc02056,SMc02056
SMc02051,RHE_PE00401,DK53_889,OV14_2631,noHit,NGR_c13890,SMc02051,noHit,Smed_1180,pRL110532,noHit,msr1062,SMc02051,,,,,crtB,SMc02055
tig,tig,tig,tig,tig,tig,tig,noHit,Smed_1181,tig,tig,mll1054,SMc02050,,,,,SMc02054,SMc02054
gcvP,gcvP,gcvP,gcvP,gcvP,gcvP,gcvP,noHit,Smed_1182,gcvP,gcvP,mlr0885,SMc02049,,,,,gid,SMc02053
gcvH,gcvH,gcvH,gcvH,gcvH,gcvH,gcvH,noHit,Smed_1183,noHit,gcvH,mlr0884,SMc02048,,,,,SMc02052,SMc02052
gcvT,gcvT,gcvT,gcvT,gcvT,gcvT,gcvT,noHit,Smed_1184,gcvT,gcvT,mlr0883,SMc02047,,,,,SMc02051,SMc02051
SMc01242,RHE_CH02239,DK53_69,OV14_2901,noHit,NGR_c15510,SMc01242,noHit,Smed_1186,RL2570,Atu1468,noHit,SMc01242,,,,,tig,SMc02050
SMc01241,noHit,noHit,noHit,noHit,noHit,SMc01241,noHit,Smed_1187,RL2569,Atu1469,noHit,SMc01241,,,,,gcvP,SMc02049
TRm5,noHit,noHit,OV14_a0735,bll2163,noHit,TRm5,noHit,noHit,noHit,noHit,noHit,SMc01240,,,,,gcvH,SMc02048
SMc01239,noHit,noHit,noHit,noHit,noHit,SMc01239,noHit,Smed_1188,noHit,noHit,noHit,SMc01239,,,,,gcvT,SMc02047
gst5,noHit,noHit,noHit,noHit,noHit,gst5,noHit,noHit,noHit,noHit,mll0034,SMc01238,,,,,SMc01242,SMc01242
nrdJ,nrd,DK53_1030,nrd,nrdE,nrd,nrdJ,noHit,Smed_1233,RL1945,nrdE,mll0136,SMc01237,,,,,SMc01241,SMc01241
SMc01236,RHE_CH02105,noHit,OV14_2891,blr5641,NGR_c15560,SMc01236,noHit,Smed_1234,RL2396,Atu1514,mlr0752,SMc01236,,,,,TRm5,SMc01240
uvrA,uvrA,uvrA,uvrA,noHit,uvrA,uvrA,RL73_02060,Smed_1235,uvrA,uvrA,mlr0750,SMc01235,,,,,SMc01239,SMc01239
ssb,ssb,ssb4,OV14_2887,ssb,NGR_c15580,ssb,RL73_02065,Smed_1236,ssb,ssb,mll0743,SMc01233,,,,,gst5,SMc01238
SMc01232,RHE_CH02109,DK53_1089,OV14_2886,bll6171,NGR_c15590,SMc01232,noHit,Smed_1240,RL2400,Atu1508,mlr0740,SMc01232,,,,,nrdJ,SMc01237
gyrA,gyrA,gyrA,gyrA,gyrA,gyrA,gyrA,RL73_02070,Smed_1241,gyrA,gyrA,mll0732,SMc01231,,,,,SMc01236,SMc01236
SMc01230,RHE_CH01792,DK53_1473,OV14_2882,bll5139,NGR_c15610,SMc01230,noHit,Smed_1242,RL2006,Atu3093,mll3791,SMc01230,,,,,uvrA,SMc01235
SMc01229,RHE_CH01235,DK53_1602,OV14_2881,blr1116,noHit,SMc01229,noHit,Smed_1243,pat,Atu0907,noHit,SMc01229,,,,,ssb,SMc01233
str,RHE_CH02980,noHit,noHit,noHit,noHit,str,noHit,Smed_1244,str,strB,mll8451,SMc01228,,,,,SMc01232,SMc01232
nerA,nerA,DK53_2336,OV14_2878,bll2445,noHit,nerA,noHit,Smed_1245,RL3432,Atu2188,mll2211,SMc01227,,,,,gyrA,SMc01231
SMc01226,RHE_CH02977,DK53_2335,noHit,blr1414,noHit,SMc01226,noHit,Smed_1246,RL3430,Atu2187,msl2212,SMc01226,,,,,SMc01230,SMc01230
lsrB,RHE_CH02976,DK53_1460,OV14_2876,blr7380,NGR_c15650,lsrB,RL73_04835,Smed_1247,RL3429,Atu2186,mll2551,SMc01225,,,,,SMc01229,SMc01229
trxB,trxBch,trxB,trxB3,trxB,trxB3,trxB,RL73_04840,Smed_1248,trxB,trxB,mll2552,SMc01224,,,,,str,SMc01228
lrp3,lrp,DK53_1463,OV14_2872,bll7379,NGR_c15670,lrp3,noHit,Smed_1249,RL3427,lrp,mlr2554,SMc01223,,,,,nerA,SMc01227
lpsC,noHit,noHit,lpsC,noHit,lpsC,lpsC,noHit,Smed_1250,noHit,noHit,mlr2557,SMc01222,,,,,SMc01226,SMc01226
lpsD,noHit,noHit,lpsD,noHit,lpsD,lpsD,noHit,Smed_1251,noHit,noHit,noHit,SMc01221,,,,,lsrB,SMc01225
lpsE,noHit,noHit,lpsE,noHit,lpsE,lpsE,noHit,Smed_1252,noHit,noHit,noHit,SMc01220,,,,,trxB,SMc01224
lpsB,lpcC,DK53_1464,lpsB,lpcC,lpsB,lpsB,RL73_00825,Smed_1253,lpcC,lpcC,noHit,SMc01219,,,,,lrp3,SMc01223
greA,greA,greA,greA,greA,greA,greA,RL73_00830,Smed_1254,greA,greA,mll2568,SMc01218,,,,,lpsC,SMc01222
SMc01217,noHit,noHit,OV14_2865,noHit,NGR_c15730,SMc01217,noHit,Smed_1255,noHit,Atu0942,mlr3125,SMc01217,,,,,lpsD,SMc01221
SMc01216,noHit,noHit,OV14_2864,noHit,NGR_c15740,SMc01216,noHit,Smed_1256,noHit,noHit,noHit,SMc01216,,,,,lpsE,SMc01220
carB,carB,carB,carB,carB,carB,carB,RL73_00835,Smed_1257,carB,carB,mlr2517,SMc01215,,,,,lpsB,SMc01219
SMc01214,RHE_CH02965,noHit,tdh,noHit,noHit,SMc01214,noHit,Smed_1258,RL0651,noHit,mll5168,SMc01214,,,,,greA,SMc01218
SMc01213,RHE_CH02964,DK53_1449,OV14_2859,blr2510,NGR_c15760,SMc01213,noHit,Smed_1259,RL3416,Atu2175,mll2493,SMc01213,,,,,SMc01217,SMc01217
SMc01212,RHE_CH02963,noHit,OV14_2855,tetA,NGR_c15790,SMc01212,noHit,Smed_1262,tetA,tetA,mll2492,SMc01212,,,,,SMc01216,SMc01216
norM,RHE_CH02962,DK53_374,OV14_2854,bll0821,NGR_c15800,norM,noHit,Smed_1263,norM,Atu2172,mll4906,SMc01211,,,,,carB,SMc01215
SMc01210,noHit,noHit,noHit,noHit,noHit,SMc01210,noHit,noHit,noHit,noHit,noHit,SMc01210,,,,,SMc01214,SMc01214
coaD,coaD,coaD,coaD,coaD,coaD,coaD,RL73_02075,Smed_1264,RL2403,coaD,mll0730,SMc01209,,,,,SMc01213,SMc01213
ppiA,ppiA,DK53_1085,ppiA,bll4692,ppiA,ppiA,noHit,Smed_1265,RL2404,ppiB,mll0728,SMc01700,,,,,SMc01212,SMc01212
ppiB,ppiB,DK53_1084,ppiB,ppiB,ppiB,ppiB,noHit,Smed_1266,RL2405,ppiB,mll0727,SMc01208,,,,,norM,SMc01211
queA,queA,queA,queA,queA,queA,queA,RL73_04675,Smed_1267,queA,queA,mll0724,SMc01207,,,,,SMc01210,SMc01210
tgt,tgt,tgt,tgt,tgt,tgt,tgt,RL73_04670,Smed_1268,tgt,tgt,mll0721,SMc01206,,,,,coaD,SMc01209
SMc01205,noHit,noHit,noHit,noHit,noHit,SMc01205,noHit,noHit,noHit,noHit,noHit,SMc01205,,,,,ppiA,SMc01700
SMc01204,RHE_PB00044,noHit,OV14_a0585,bll0554,NGR_c15870,SMc01204,noHit,Smed_1269,RL3838,Atu4220,noHit,SMc01204,,,,,ppiB,SMc01208
SMc01203,noHit,DK53_2892,OV14_a0587,noHit,NGR_c15890,SMc01203,noHit,Smed_1271,RL3836,noHit,noHit,SMc01203,,,,,queA,SMc01207
SMc01202,noHit,noHit,OV14_a0588,bll3144,NGR_c15900,SMc01202,noHit,Smed_1272,RL3835,noHit,noHit,SMc01202,,,,,tgt,SMc01206
SMc01200,RHE_CH01309,noHit,OV14_a0590,noHit,NGR_c15910,SMc01200,noHit,Smed_1273,RL3834,Atu2336,noHit,SMc01200,,,,,SMc01205,SMc01205
SMc01698,RHE_PD00250,noHit,OV14_a0591,bll4596,NGR_c15920,SMc01698,noHit,Smed_1274,RL3833,noHit,noHit,SMc01698,,,,,SMc01204,SMc01204
SMc02814,RHE_CH02135,noHit,OV14_b1392,noHit,NGR_c15930,SMc02814,noHit,Smed_1275,RL2426,noHit,mll1210,SMc02814,,,,,SMc01203,SMc01203
SMc01199,noHit,noHit,OV14_b1391,noHit,NGR_c15940,SMc01199,noHit,noHit,noHit,noHit,msr4656,SMc01199,,,,,SMc01202,SMc01202
SMc01198,RHE_CH02136,noHit,cya3,noHit,cya3,SMc01198,noHit,Smed_1276,cyaA2,noHit,mll4655,SMc01198,,,,,SMc01200,SMc01200
SMc01197,noHit,noHit,noHit,noHit,noHit,SMc01197,noHit,noHit,noHit,noHit,noHit,SMc01197,,,,,SMc01698,SMc01698
SMc01196,RHE_PD00189,noHit,noHit,noHit,NGR_a03030,SMc01196,noHit,Smed_6421,RL2452,noHit,noHit,SMc01196,,,,,SMc02814,SMc02814
SMc01195,noHit,noHit,noHit,noHit,noHit,SMc01195,noHit,noHit,noHit,noHit,noHit,SMc01195,,,,,SMc01199,SMc01199
SMc01194,RHE_CH02155,DK53_986,OV14_2842,bll4514,NGR_c16020,SMc01194,RL73_04045,Smed_1288,RL2471,Atu1494,mll0416,SMc01194,,,,,SMc01198,SMc01198
SMc01193,RHE_CH02156,DK53_985,OV14_2841,bll4515,NGR_c16030,SMc01193,RL73_04050,Smed_1289,RL2472,Atu1495,mll0418,SMc01193,,,,,SMc01197,SMc01197
metS,metS,metG,metS,metG,metS,metS,RL73_04055,Smed_1290,metG,metS,mll0419,SMc01192,,,,,SMc01196,SMc01196
SMc01191,RHE_CH00945,noHit,noHit,noHit,noHit,SMc01191,noHit,noHit,RL1017,Atu0762,noHit,SMc01191,,,,,SMc01195,SMc01195
SMc01190,holB,holB,OV14_2838,bll4517,NGR_c16060,SMc01190,RL73_04060,Smed_1291,holB,holB,mll0423,SMc01190,,,,,SMc01194,SMc01194
tmk,tmk,tmk,tmk,tmk,tmk,tmk,RL73_04065,Smed_1292,tmk,tmk,mll0424,SMc01189,,,,,SMc01193,SMc01193
dac,dac,DK53_981,OV14_2836,dac,NGR_c16080,dac,noHit,Smed_1293,dacF,dac,mll0426,SMc01188,,,,,metS,SMc01192
rlpA,rlpA,rlpA,OV14_2835,bll4521,NGR_c16090,rlpA,noHit,Smed_1294,RL2478,rlpA,mll0427,SMc01187,,,,,SMc01191,SMc01191
SMc01186,noHit,noHit,noHit,noHit,NGR_b12560,SMc01186,noHit,noHit,noHit,noHit,noHit,SMc01186,,,,,SMc01190,SMc01190
SMc01185,noHit,noHit,noHit,noHit,noHit,SMc01185,noHit,noHit,noHit,noHit,noHit,SMc01185,,,,,tmk,SMc01189
SMc01184,noHit,noHit,noHit,noHit,noHit,SMc01184,noHit,noHit,noHit,noHit,noHit,SMc01184,,,,,dac,SMc01188
lexA,lexA,lexA,lexA,lexA,lexA,lexA,RL73_05565,Smed_1353,lexA,lexA,mlr0626,SMc01183,,,,,rlpA,SMc01187
SMc01182,noHit,noHit,noHit,noHit,noHit,SMc01182,noHit,Smed_1354,noHit,noHit,noHit,SMc01182,,,,,SMc01186,SMc01186
SMc01181,noHit,noHit,noHit,noHit,NGR_b09700,SMc01181,noHit,Smed_1355,noHit,noHit,noHit,SMc01181,,,,,SMc01185,SMc01185
SMc01180,RHE_CH01805,noHit,OV14_2823,noHit,NGR_c15040,SMc01180,noHit,Smed_1356,RL2027,Atu1225,msl1110,SMc01180,,,,,SMc01184,SMc01184
SMc01179,noHit,noHit,OV14_2818,noHit,NGR_c15020,SMc01179,noHit,Smed_1360,noHit,noHit,noHit,SMc01179,,,,,lexA,SMc01183
SMc01178,noHit,noHit,OV14_2817,noHit,NGR_c15010,SMc01178,noHit,Smed_1361,noHit,noHit,noHit,SMc01178,,,,,SMc01182,SMc01182
SMc01177,noHit,noHit,noHit,noHit,noHit,SMc01177,noHit,noHit,pRL100255,noHit,noHit,SMc01177,,,,,SMc01181,SMc01181
SMc01176,noHit,noHit,noHit,noHit,noHit,SMc01176,noHit,noHit,RL3478,noHit,noHit,SMc01176,,,,,SMc01180,SMc01180
SMc01175,RHE_CH01777,noHit,OV14_2816,noHit,NGR_c15000,SMc01175,RL73_01155,Smed_1362,RL1981,noHit,mll0352,SMc01175,,,,,SMc01179,SMc01179
cysK2,cysK2,DK53_1039,cysK2,cysK,cysK2,cysK2,noHit,Smed_1363,cysB,cysK,mlr0353,SMc01174,,,,,SMc01178,SMc01178
alaS2,alaS1,DK53_1040,alaS2,noHit,alaS2,alaS2,noHit,Smed_1364,noHit,alaS,mlr0354,SMc01173,,,,,SMc01177,SMc01177
sseA,sseA,DK53_1041,sseA,bll6690,sseA,sseA,noHit,Smed_1365,sseA,noHit,mlr0355,SMc01172,,,,,SMc01176,SMc01176
SMc01171,RHE_CH01772,DK53_1042,OV14_2812,blr1411,NGR_c14950,SMc01171,noHit,Smed_1366,RL1976,noHit,mlr0356,SMc01171,,,,,SMc01175,SMc01175
SMc01170,RHE_CH01771,noHit,OV14_2811,noHit,NGR_c14940,SMc01170,noHit,Smed_1367,RL1972,Atu1212,mlr0359,SMc01170,,,,,cysK2,SMc01174
ald,aldA,noHit,OV14_2810,blr3179,NGR_c14930,ald,noHit,Smed_1368,aldA,noHit,mll9089,SMc01169,,,,,alaS2,SMc01173
lrp2,aldR,DK53_2316,OV14_2809,bll3178,NGR_c14920,lrp2,noHit,Smed_1369,aldR,Atu3291,mlr0363,SMc01168,,,,,sseA,SMc01172
cpdB,cpdB,noHit,OV14_2807,noHit,NGR_c14900,cpdB,noHit,noHit,cpdB,cpdB,mlr0366,SMc04449,,,,,SMc01171,SMc01171
SMc00935,RHE_CH01760,DK53_1443,OV14_2806,noHit,NGR_c14890,SMc00935,noHit,Smed_1372,RL1954,Atu1206,msl2450,SMc00935,,,,,SMc01170,SMc01170
ilvA,ilvA,ilvA,ilvA2,noHit,ilvA2,ilvA,noHit,Smed_1373,ilvA1,ilvA,mlr0162,SMc00936,,,,,ald,SMc01169
trkH,noHit,DK53_1462,noHit,noHit,noHit,trkH,noHit,Smed_1374,noHit,trkH,noHit,SMc00937,,,,,lrp2,SMc01168
SMc00938,noHit,noHit,OV14_2803,noHit,NGR_c14870,SMc00938,noHit,Smed_1375,noHit,noHit,noHit,SMc00938,,,,,cpdB,SMc04449
SMc00939,noHit,noHit,OV14_a1414,blr5491,noHit,SMc00939,noHit,Smed_1379,noHit,noHit,mlr2988,SMc00939,,,,,SMc00935,SMc00935
SMc00940,noHit,noHit,noHit,noHit,noHit,SMc00940,noHit,Smed_1380,noHit,noHit,noHit,SMc00940,,,,,ilvA,SMc00936
SMc00941,noHit,noHit,OV14_2795,noHit,NGR_c14820,SMc00941,noHit,Smed_1382,noHit,noHit,noHit,SMc00941,,,,,trkH,SMc00937
SMc00942,RHE_CH02992,noHit,noHit,noHit,noHit,SMc00942,noHit,Smed_1383,RL3437,Atu2193,noHit,SMc00942,,,,,SMc00938,SMc00938
wrbA1,noHit,wrbA,OV14_2793,noHit,NGR_c14790,wrbA1,noHit,Smed_1384,wrbA,wrbA,noHit,SMc00943,,,,,SMc00939,SMc00939
SMc00944,cinA1,DK53_1034,OV14_2792,cinA,NGR_c14780,SMc00944,noHit,Smed_1385,RL1950,Atu1729,mll0144,SMc00944,,,,,SMc00940,SMc00940
gpt,gpt,DK53_1032,gpt,gpt,gpt,gpt,noHit,Smed_1386,gpt,gpt,mll0141,SMc00945,,,,,SMc00941,SMc00941
SMc00946,RHE_CH02104,DK53_994,OV14_2790,bll4947,NGR_c14760,SMc00946,RL73_02055,Smed_1387,RL2394,Atu1768,mlr0346,SMc00946,,,,,SMc00942,SMc00942
glnB,glnB,glnB,OV14_2788,glnB,NGR_c14750,glnB,noHit,Smed_1388,glnB,glnB,mll0345,SMc00947,,,,,wrbA1,SMc00943
glnA,glnA2,glnA,glnA3,glnA,glnA3,glnA,glnA,Smed_1389,glnA,glnA,mll0343,SMc00948,,,,,SMc00944,SMc00944
SMc00949,RHE_CH02101,DK53_2639,OV14_2786,blr4588,NGR_c14730,SMc00949,noHit,Smed_1390,RL2391,Atu8165,mlr0512,SMc00949,,,,,gpt,SMc00945
SMc00950,RHE_CH02100,DK53_2638,OV14_2785,bll4589,NGR_c14720,SMc00950,noHit,Smed_1396,RL2390,Atu1773,mll0513,SMc00950,,,,,SMc00946,SMc00946
SMc00951,RHE_CH02099,DK53_2637,OV14_2784,blr4590,NGR_c14710,SMc00951,noHit,Smed_1397,RL2389,Atu1774,mlr0514,SMc00951,,,,,glnB,SMc00947
SMc00952,RHE_CH02098,DK53_2636,dsb,bll5780,dsb,SMc00952,noHit,Smed_1398,RL2388,Atu1775,mlr0515,SMc00952,,,,,glnA,SMc00948
SMc00953,noHit,noHit,noHit,noHit,noHit,SMc00953,noHit,noHit,noHit,noHit,noHit,SMc00953,,,,,SMc00949,SMc00949
atsA,noHit,noHit,noHit,bll2662,noHit,atsA,noHit,Smed_2065,RL1237,noHit,noHit,SMc00954,,,,,SMc00950,SMc00950
SMc00955,noHit,noHit,noHit,noHit,NGR_b05050,SMc00955,noHit,noHit,noHit,noHit,noHit,SMc00955,,,,,SMc00951,SMc00951
SMc00959,RHE_PF00081,noHit,noHit,noHit,noHit,SMc00959,noHit,noHit,noHit,Atu8099,noHit,SMc00959,,,,,SMc00952,SMc00952
xthA1,xthA1,noHit,OV14_c0027,noHit,noHit,xthA1,noHit,noHit,exoA,Atu5048,noHit,SMc00956,,,,,SMc00953,SMc00953
SMc00958,noHit,noHit,noHit,noHit,noHit,SMc00958,noHit,Smed_4884,RL1171,noHit,noHit,SMc00958,,,,,atsA,SMc00954
mfd,mfd,mfd,OV14_2782,mfd,NGR_c14690,mfd,RL73_03495,Smed_1399,mfd,mfd,mll0827,SMc04450,,,,,SMc00955,SMc00955
SMc00227,RHE_CH02094,DK53_2633,noHit,bsl4602,noHit,SMc00227,RL73_03500,Smed_1400,RL2385,Atu1779,msl0828,SMc00227,,,,,SMc00959,SMc00959
recG,recG,recG,recG,recG,recG,recG,RL73_03505,Smed_1401,recG,recG,mlr0830,SMc00228,,,,,xthA1,SMc00956
SMc00229,RHE_CH02092,noHit,OV14_2779,bll4606,NGR_c14670,SMc00229,RL73_03515,Smed_1402,RL2383,Atu1784,mll0832,SMc00229,,,,,SMc00958,SMc00958
SMc00230,noHit,DK53_1507,OV14_2778,noHit,NGR_c14660,SMc00230,noHit,Smed_1403,RL2805,Atu1785,mll4853,SMc00230,,,,,mfd,SMc04450
glmS,glmS1,noHit,glmS2,glmS,glmS2,glmS,RL73_03520,Smed_1404,noHit,glmS,mlr6386,SMc00231,,,,,SMc00227,SMc00227
glmU,glmU,glmU,OV14_2776,glmU,NGR_c14640,glmU,glmU,Smed_1405,RL2381,glmU,mll0836,SMc00232,,,,,recG,SMc00228
SMc00233,RHE_CH03044,noHit,OV14_2774,bll4444,NGR_c14630,SMc00233,noHit,Smed_1406,RL3492,Atu2245,noHit,SMc00233,,,,,SMc00229,SMc00229
ppiD,ppiD1,DK53_1128,ppiD,blr4808,ppiD,ppiD,RL73_01695,Smed_1407,ppiD,ppiD,mlr0613,SMc00234,,,,,SMc00230,SMc00230
trpD,trpD,trpD,trpD,trpD,trpD,trpD,RL73_06625,Smed_1408,trpD,trpD,mlr0614,SMc00235,,,,,glmS,SMc00231
trpC,trpC,DK53_1130,trpC,trpC,trpC,trpC,noHit,Smed_1409,trpC,trpC,mlr0615,SMc00236,,,,,glmU,SMc00232
moaC,moaC,moaC,moaC,moaC,moaC,moaC,noHit,Smed_1410,moaC,moaC,mlr0616,SMc00237,,,,,SMc00233,SMc00233
moeA,moeA,DK53_1132,moeA,moeA,moeA,moeA,noHit,Smed_1411,moeA,moeA,mlr0617,SMc00238,,,,,ppiD,SMc00234
SMc00239,noHit,noHit,noHit,noHit,noHit,SMc00239,noHit,Smed_1412,noHit,noHit,noHit,SMc00239,,,,,trpD,SMc00235
SMc00240,tlyC,noHit,OV14_2766,blr0097,NGR_c14560,SMc00240,noHit,Smed_1413,RL1317,Atu3732,mlr2581,SMc00240,,,,,trpC,SMc00236
SMc00241,RHE_CH02089,DK53_2294,OV14_2765,noHit,NGR_c14550,SMc00241,noHit,Smed_1414,RL2380,Atu3226,noHit,SMc00241,,,,,moaC,SMc00237
SMc00242,RHE_CH02084,DK53_2647,OV14_2763,blr6158,NGR_c14540,SMc00242,noHit,Smed_1415,bmpA,Atu1789,mll0501,SMc00242,,,,,moeA,SMc00238
